price,propertyAddress,typeOfProperty,noOfBeds,foundFloorPlanImage,mapLocation,area
"£424,750","Oakwood Close, London, N14",Maisonette,×2,https://media.rightmove.co.uk/dir/236k/235946/126932672/235946_788_FLP_00_0000.png,https://www.rightmove.co.uk/properties/126932672#/map?channel=RES_BUY,779
"£550,000","Highfield Road, London, N21",Terraced,×3,https://media.rightmove.co.uk/dir/95k/94804/126961724/94804_DJ_FLP_00_0000.png,https://www.rightmove.co.uk/properties/126961724#/map?channel=RES_BUY,494
"£695,000","Purves Road, Kensal Rise",Flat,×2,https://media.rightmove.co.uk/dir/92k/91292/126967682/91292_31565694_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126967682#/map?channel=RES_BUY,1040
"£700,000","Pymmes Green Road, London, N11",Semi-Detached,×4,https://media.rightmove.co.uk/dir/158k/157739/126972125/157739_SOU220169_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126972125#/map?channel=RES_BUY,1341
"£675,000","Amber Close, County Gate, New Barnet, En5",Semi-Detached,×3,https://media.rightmove.co.uk/dir/2k/1950/126976412/1950_WTS105975_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126976412#/map?channel=RES_BUY,949
"£675,000","Amber Close, County Gate, Barnet, EN5",Semi-Detached,×3,https://media.rightmove.co.uk/dir/8k/7167/126977105/7167_25063734_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126977105#/map?channel=RES_BUY,0
"£650,000","Peartree Road, Enfield, EN1",Semi-Detached,×4,https://media.rightmove.co.uk/dir/244k/243608/126983021/243608_HSS228502_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126983021#/map?channel=RES_BUY,0
"£575,000","Gordon Road, Enfield",House,×3,https://media.rightmove.co.uk/dir/32k/31187/126990611/31187_11688315_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126990611#/map?channel=RES_BUY,976
"£675,000","Chase Green Avenue, Enfield",Terraced,×3,https://media.rightmove.co.uk/dir/4k/3843/126991223/3843_ENF103270_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126991223#/map?channel=RES_BUY,1180
"£385,000","Sandhurst Road, Edmonton, N9",Terraced,×2,https://media.rightmove.co.uk/dir/25k/24386/126994724/24386_11661834_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126994724#/map?channel=RES_BUY,929
"£500,000","Birchen Grove, London, NW9",Semi-Detached,×2,https://media.rightmove.co.uk/dir/11k/10007/127001558/10007_25234232_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127001558#/map?channel=RES_BUY,775
"£390,000","Shawbury Close, London",Terraced,×2,https://media.rightmove.co.uk/dir/205k/204362/127025039/204362_301146_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127025039#/map?channel=RES_BUY,743
"£685,000","Dene Road, New Southgate, N11",Semi-Detached,×3,https://media.rightmove.co.uk/dir/1k/595/127028267/595_WHS220318_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127028267#/map?channel=RES_BUY,1146
"£700,000","Hampden Way, Southgate, London, N14",Terraced,×3,https://media.rightmove.co.uk/dir/158k/157739/127032932/157739_BDC220917_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127032932#/map?channel=RES_BUY,854
"£675,000","Randall Avenue, Neasden, NW2",Semi-Detached,×3,https://media.rightmove.co.uk/dir/92k/91847/127046159/91847_WGN220035_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127046159#/map?channel=RES_BUY,987
"£625,000","The Fairway, Palmers Green, N13",Semi-Detached,×3,https://media.rightmove.co.uk/dir/91k/90731/127058489/90731_ALEXM_003419_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127058489#/map?channel=RES_BUY,1043
"£650,000","Loxwood Road, London, N17",End of Terrace,×3,https://media.rightmove.co.uk/dir/1k/582/127062467/582_TOT220047_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127062467#/map?channel=RES_BUY,870
"£685,000","Roe Green, Kingsbury, NW9",Detached,×4,https://media.rightmove.co.uk/dir/163k/162890/127068566/162890_ANDER_002748_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127068566#/map?channel=RES_BUY,592
"£475,000","Carrick Gardens, London, N17",Terraced,×2,https://media.rightmove.co.uk/dir/244k/243608/127073987/243608_HSS250092_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127073987#/map?channel=RES_BUY,0
"£585,000","North Grove, London, N15",Terraced,×2,https://media.rightmove.co.uk/dir/33k/32061/127078589/32061_PSR220274_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127078589#/map?channel=RES_BUY,877
"£550,000","Halstead Road, Enfield, EN1",Terraced,×4,https://media.rightmove.co.uk/dir/204k/203429/127081478/203429_1356695-1_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127081478#/map?channel=RES_BUY,1014
"£635,000","Bittacy Rise, Mill Hill, London, NW7",Semi-Detached,×3,https://media.rightmove.co.uk/dir/8k/7313/127086800/7313_MIH220065_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127086800#/map?channel=RES_BUY,1004
"£585,000","Colindale Avenue, Colindale, NW9",Terraced,×4,https://media.rightmove.co.uk/dir/163k/162890/127098932/162890_ANDER_003066_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127098932#/map?channel=RES_BUY,442
"£650,000","Review Road, London, NW2",Terraced,×3,https://media.rightmove.co.uk/dir/11k/10007/127101062/10007_25313984_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127101062#/map?channel=RES_BUY,1017
"£575,000","Gentlemans Row, Enfield, EN2",House,×2,https://media.rightmove.co.uk/dir/238k/237770/127104557/237770_ENF220084_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127104557#/map?channel=RES_BUY,758
"£625,000","Madeira Road, Palmers Green, N13",End of Terrace,×3,https://media.rightmove.co.uk/dir/83k/82874/127106978/82874_31798009_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127106978#/map?channel=RES_BUY,1201
"£650,000","Crest Road, London, NW2",Terraced,×3,https://media.rightmove.co.uk/dir/204k/203015/127107047/203015_1435887-1_FLP_00_0001.jpeg,https://www.rightmove.co.uk/properties/127107047#/map?channel=RES_BUY,914
"£400,000","Winchester Road, Edmonton, N9",Terraced,×3,https://media.rightmove.co.uk/dir/7k/6550/127150808/6550_31801265_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127150808#/map?channel=RES_BUY,1515
"£485,000","Stockton Road, London, N18",End of Terrace,×3,https://media.rightmove.co.uk/dir/248k/247295/127152824/247295_31801452_FLP_00_0000.png,https://www.rightmove.co.uk/properties/127152824#/map?channel=RES_BUY,925
"£625,000","Queensland Avenue, Edmonton N18",End of Terrace,×4,https://media.rightmove.co.uk/dir/10k/9316/127161968/9316_31802130_FLP_00_0000.png,https://www.rightmove.co.uk/properties/127161968#/map?channel=RES_BUY,1161
"£635,000","North Hill, Highgate",House,×3,https://media.rightmove.co.uk/dir/19k/18930/127167950/18930_31800868_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127167950#/map?channel=RES_BUY,857
"£475,000","Dover Road, Edmonton, N9",Semi-Detached,×3,https://media.rightmove.co.uk/dir/1k/545/127175867/545_EDM220061_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127175867#/map?channel=RES_BUY,966
"£685,000","Great North Road, New Barnet, Barnet, EN5",Semi-Detached,×4,https://media.rightmove.co.uk/dir/14k/13108/127176950/13108_WHT210094_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127176950#/map?channel=RES_BUY,1179
"£670,000","Ranelagh Road, London, N17",Terraced,×3,https://media.rightmove.co.uk/dir/37k/36308/127184444/36308_HAR210501_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127184444#/map?channel=RES_BUY,1223
"£600,000","North Way, London, NW9",Semi-Detached,×3,https://media.rightmove.co.uk/dir/66k/65598/127188353/65598_KBS220414_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127188353#/map?channel=RES_BUY,0
"£560,000","Howard Court, Howard Road, London, N15",Maisonette,×2,https://media.rightmove.co.uk/dir/231k/230099/127190822/230099_How1_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127190822#/map?channel=RES_BUY,678
"£630,000","Nelson Road, South Tottenham",Terraced,×2,https://media.rightmove.co.uk/dir/25k/24404/127204352/24404_11693451_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127204352#/map?channel=RES_BUY,765
"£529,000","Howard Close, London, N11",Terraced,×3,https://media.rightmove.co.uk/dir/38k/37065/127210466/37065_ARG210190_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127210466#/map?channel=RES_BUY,1272
"£599,950","Conduit Way, London",House,×3,https://media.rightmove.co.uk/dir/91k/90035/127211117/90035_31805023_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127211117#/map?channel=RES_BUY,0
"£475,000","Lopen Road, Edmonton",Terraced,×4,https://media.rightmove.co.uk/dir/25k/24386/127213550/24386_11689482_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127213550#/map?channel=RES_BUY,1213
"£650,000","Tottenhall Road, N13 6HY",House,×3,https://media.rightmove.co.uk/dir/165k/164045/127243445/164045_31807571_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127243445#/map?channel=RES_BUY,1144
"£650,000","Brunswick Park Road, London, N11",House,×3,https://media.rightmove.co.uk/dir/40k/39482/127252523/39482_HCE220239_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127252523#/map?channel=RES_BUY,0
"£625,000","Princes Avenue, Palmers Green, London N13",House,×3,https://media.rightmove.co.uk/dir/10k/9316/127272983/9316_31809654_FLP_00_0000.png,https://www.rightmove.co.uk/properties/127272983#/map?channel=RES_BUY,1251
"£450,000","Bracknell Close, London, N22",Terraced,×2,https://media.rightmove.co.uk/dir/204k/203468/127286576/203468_1435008-1_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127286576#/map?channel=RES_BUY,875
"£519,950","Bittacy Road, London, NW7",Terraced,×2,https://media.rightmove.co.uk/dir/52k/51420/127292327/51420_MHL220154_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127292327#/map?channel=RES_BUY,799
"£575,000","Meadowbank Road, Kingsbury, NW9",Terraced,×3,https://media.rightmove.co.uk/dir/163k/162890/127315364/162890_ANDER_003076_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127315364#/map?channel=RES_BUY,645
"£520,000","Gresham Road, London, NW10",End of Terrace,×3,https://media.rightmove.co.uk/dir/11k/10007/127315433/10007_25341372_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127315433#/map?channel=RES_BUY,824
"£700,000","Redfern Road, Harlesden, London NW10",Terraced,×4,https://media.rightmove.co.uk/dir/238k/237482/127318982/237482_hilton_1375989746_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127318982#/map?channel=RES_BUY,1207
"£400,000","Artesian Grove, New Barnet, Hertfordshire, EN5",Terraced,×2,https://media.rightmove.co.uk/dir/30k/29165/127322678/29165_BRN130239_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127322678#/map?channel=RES_BUY,559
"£650,000","Colin Park Road, Colindale, London, NW9",Semi-Detached,×3,https://media.rightmove.co.uk/dir/224k/223670/127330616/223670_ACR220268_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127330616#/map?channel=RES_BUY,1485
"£675,000","Wolves Lane, N22",Semi-Detached,×3,https://media.rightmove.co.uk/dir/154k/153011/127330949/153011_102099000942_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127330949#/map?channel=RES_BUY,1591
"£700,000","Brunswick Park Gardens, New Southgate, London, N11",Semi-Detached,×3,https://media.rightmove.co.uk/dir/14k/13108/127337039/13108_WHT090213_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127337039#/map?channel=RES_BUY,1070
"£425,000","Dimsdale Drive, Enfield",Terraced,×2,https://media.rightmove.co.uk/dir/13k/12585/127339949/12585_31814933_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127339949#/map?channel=RES_BUY,0
"£675,000","Crondall Street, London, N1",Apartment,×2,https://media.rightmove.co.uk/dir/48k/47640/127342133/47640_31811750_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127342133#/map?channel=RES_BUY,830
"£525,000","Enfield Road, London, N1",Apartment,×2,https://media.rightmove.co.uk/dir/48k/47640/127342136/47640_31811701_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127342136#/map?channel=RES_BUY,705
"£650,000","Crondall Street, Shoreditch, N1",Apartment,×2,https://media.rightmove.co.uk/dir/48k/47640/127342151/47640_31811749_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127342151#/map?channel=RES_BUY,830
"£500,000","Enfield Road, London, N1",Apartment,×2,https://media.rightmove.co.uk/dir/48k/47640/127342154/47640_31811698_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127342154#/map?channel=RES_BUY,628
"£385,000","Bedford Road, London, N15",Terraced,×2,https://media.rightmove.co.uk/dir/166k/165956/127342265/165956_31811895_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127342265#/map?channel=RES_BUY,926
"£640,000","Oxford Road, North Maida Vale, NW6 5SL",Flat,×2,https://media.rightmove.co.uk/dir/56k/55500/127344407/55500_10219939_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127344407#/map?channel=RES_BUY,813
"£675,000","Fairway Avenue, Kingsbury, London, NW9",Semi-Detached,×5,https://media.rightmove.co.uk/dir/224k/223670/127370375/223670_ACR220152_FLP_00_0001.jpeg,https://www.rightmove.co.uk/properties/127370375#/map?channel=RES_BUY,1302
"£400,000","Raynham Avenue, London, N18",Terraced,×2,https://media.rightmove.co.uk/dir/204k/203468/127378430/203468_1368572-1_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127378430#/map?channel=RES_BUY,804
"£580,000","Crescent Road, Crouch End",Apartment,×3,https://media.rightmove.co.uk/dir/2k/1919/127384388/1919_MUH105057_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127384388#/map?channel=RES_BUY,854
"£575,000","Briar Close, London",Terraced,×3,https://media.rightmove.co.uk/dir/12k/11485/127413797/11485_0203_HRT020309788_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127413797#/map?channel=RES_BUY,0
"£400,000","Kimberley Road, Edmonton, N18",Terraced,×2,https://media.rightmove.co.uk/dir/204k/203468/127417613/203468_1426582-1_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127417613#/map?channel=RES_BUY,776
"£525,000","Burleigh Road, Enfield",Terraced,×3,https://media.rightmove.co.uk/dir/110k/109898/127420220/109898_31820239_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127420220#/map?channel=RES_BUY,1080
"£475,000","Laburnum Avenue, London, N17",Terraced,×3,https://media.rightmove.co.uk/dir/1k/582/127424321/582_TOT220149_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127424321#/map?channel=RES_BUY,1234
"£465,000","Richmond Crescent, Edmonton, London, N9",Terraced,×3,https://media.rightmove.co.uk/dir/227k/226949/127424513/226949_24012916_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127424513#/map?channel=RES_BUY,1049
"£435,000","Chesthunte Road, London, N17",Terraced,×2,https://media.rightmove.co.uk/dir/33k/32061/127425635/32061_PSR220304_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127425635#/map?channel=RES_BUY,565
"£625,000","CHILTERN WORKS, N15 5HY, Tottenham, London, N15",Mews,×3,https://media.rightmove.co.uk/dir/167k/166334/127426280/166334_1215318_FLP_00_0000.png,https://www.rightmove.co.uk/properties/127426280#/map?channel=RES_BUY,883
"£415,000","Falcon Road, Enfield",Terraced,×3,https://media.rightmove.co.uk/dir/25k/24386/127432160/24386_11700901_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127432160#/map?channel=RES_BUY,1015
"£525,000","East Crescent, Enfield",Semi-Detached,×3,https://media.rightmove.co.uk/dir/13k/12585/127442144/12585_31822499_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127442144#/map?channel=RES_BUY,1031
"£650,000","Church Hill Road, East Barnet, Barnet",House,×4,https://media.rightmove.co.uk/dir/229k/228512/127447949/228512_31822971_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127447949#/map?channel=RES_BUY,1502
"£595,000","North Circular Road, London, NW2",End of Terrace,×4,https://media.rightmove.co.uk/dir/11k/10007/127460780/10007_25363612_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127460780#/map?channel=RES_BUY,1097
"£635,000","St. Loy's Road, London",Terraced,×3,https://media.rightmove.co.uk/dir/9k/8164/127467467/8164_31824690_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127467467#/map?channel=RES_BUY,0
"£575,000","Commonwealth Road, London",End of Terrace,×3,https://media.rightmove.co.uk/dir/9k/8164/127467479/8164_31824692_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127467479#/map?channel=RES_BUY,0
"£600,000","Langham Road, Turnpike Lane, London",Terraced,×2,https://media.rightmove.co.uk/dir/15k/14497/127469792/14497_102728005944_FLP_02_0000.jpeg,https://www.rightmove.co.uk/properties/127469792#/map?channel=RES_BUY,711
"£675,000","Haldane Close, London",House,×3,https://media.rightmove.co.uk/dir/48k/47660/127494395/47660_31826495_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127494395#/map?channel=RES_BUY,933
"£550,000","Greenway Close, NW9",Semi-Detached,×3,https://media.rightmove.co.uk/dir/12k/11432/127495994/11432_0025_HRT002509861_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127495994#/map?channel=RES_BUY,797
"£700,000","Brookhill Road, Barnet, EN4",End of Terrace,×3,https://media.rightmove.co.uk/dir/57k/56523/127497836/56523_BDC220788_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127497836#/map?channel=RES_BUY,1303
"£675,000","Sandwick Close, Mill Hill",House,×2,https://media.rightmove.co.uk/dir/11k/10982/127505684/10982_RJE1212255_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127505684#/map?channel=RES_BUY,1042
"£650,000","Selborne Gardens, London, NW4",Semi-Detached,×3,https://media.rightmove.co.uk/dir/7k/6769/127511744/6769_GGN220102_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127511744#/map?channel=RES_BUY,970
"£500,000","Clyde Road, South Tottenham, London",Terraced,×2,https://media.rightmove.co.uk/dir/15k/14497/127512950/14497_102728005946_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127512950#/map?channel=RES_BUY,552
"£425,000","Montagu Crescent, London",Semi-Detached,×3,https://media.rightmove.co.uk/dir/25k/24386/127513757/24386_11696496_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127513757#/map?channel=RES_BUY,907
"£679,950","Leigh Hunt Drive, N14",Terraced,×3,https://media.rightmove.co.uk/dir/40k/39776/127517354/39776_des_568014856_FLP_00_0001.png,https://www.rightmove.co.uk/properties/127517354#/map?channel=RES_BUY,0
"£700,000","Randall Avenue, Neasden, London",House,×4,https://media.rightmove.co.uk/dir/1k/391/127523183/391_31828616_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127523183#/map?channel=RES_BUY,1830
"£650,000","Sunnymead Road, Kingsbury, London, NW9",Terraced,×3,https://media.rightmove.co.uk/dir/5k/4571/127524230/4571_KGB190017_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127524230#/map?channel=RES_BUY,1484
"£675,000","Sandwick Close, Mill Hill, London, NW7",Terraced,×2,https://media.rightmove.co.uk/dir/8k/7313/127524818/7313_MIH220150_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127524818#/map?channel=RES_BUY,1042
"£525,000","Farr Road, Enfield",Semi-Detached,×3,https://media.rightmove.co.uk/dir/66k/65535/127526021/65535_31828747_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127526021#/map?channel=RES_BUY,860
"£625,000","Park Road, Hendon, London, NW4",Terraced,×3,https://media.rightmove.co.uk/dir/66k/65616/127526075/65616_ph8og049_EAF_101344_FLP_00_0001.jpeg,https://www.rightmove.co.uk/properties/127526075#/map?channel=RES_BUY,1054
"£675,000","Rushdene Avenue, Barnet, EN4",End of Terrace,×3,https://media.rightmove.co.uk/dir/14k/13108/127529222/13108_BAR220053_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127529222#/map?channel=RES_BUY,1112.8
"£700,000","Bowes Road, London, N11",Terraced,×3,https://media.rightmove.co.uk/dir/59k/58120/127530548/58120_PGN220247_FLP_00_0001.jpeg,https://www.rightmove.co.uk/properties/127530548#/map?channel=RES_BUY,1261
"£550,000","Clive Road, Enfield, EN1",End of Terrace,×3,https://media.rightmove.co.uk/dir/104k/103154/127532051/103154_EEA220333_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127532051#/map?channel=RES_BUY,1289
"£450,000","Long Field, Colindale, NW9",Terraced,×3,https://media.rightmove.co.uk/dir/163k/162890/127535018/162890_ANDER_003073_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127535018#/map?channel=RES_BUY,391
"£700,000","Betstyle Road, London, N11",Terraced,×3,https://media.rightmove.co.uk/dir/38k/37065/127546787/37065_ARG220596_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127546787#/map?channel=RES_BUY,1285
"£500,000","Armstrong Road, London, NW10",Terraced,×3,https://media.rightmove.co.uk/dir/11k/10007/127551809/10007_25410988_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127551809#/map?channel=RES_BUY,1097
"£630,000","Parkside Crescent, London",Terraced,×3,https://media.rightmove.co.uk/dir/209k/208337/127555292/208337_Zryanel0000775082_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127555292#/map?channel=RES_BUY,949
"£565,000","Shirley Grove, London, N9 ",End of Terrace,×5,https://media.rightmove.co.uk/dir/205k/204362/127560719/204362_315783_FLP_00_0000.png,https://www.rightmove.co.uk/properties/127560719#/map?channel=RES_BUY,1227
"£624,950","Berkeley Gardens, London",Terraced,×3,https://media.rightmove.co.uk/dir/7k/6487/127563563/6487_31831579_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127563563#/map?channel=RES_BUY,0
"£575,000","Tadworth Road, Neasden",Terraced,×3,https://media.rightmove.co.uk/dir/50k/49744/127564568/49744_31831646_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127564568#/map?channel=RES_BUY,923
"£470,000","Alexandra Road, London, N10",House,×2,https://media.rightmove.co.uk/dir/80k/79819/127566200/79819_MUS220107_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127566200#/map?channel=RES_BUY,816
"£650,000","Selborne Gardens, Hendon",Semi-Detached,×3,https://media.rightmove.co.uk/dir/247k/246527/127567457/246527_OPH1003090_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127567457#/map?channel=RES_BUY,940
"£489,995","Stockton Road, London",End of Terrace,×4,https://media.rightmove.co.uk/dir/123k/122323/127572119/122323_RS0236_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127572119#/map?channel=RES_BUY,885
"£700,000","Victoria Avenue, Barnet, EN4",Terraced,×3,https://media.rightmove.co.uk/dir/1k/581/127588604/581_AFH220183_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127588604#/map?channel=RES_BUY,1201
"£475,000","Harington Terrace, London, N18",Terraced,×3,https://media.rightmove.co.uk/dir/19k/18497/127600568/18497_25412638_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127600568#/map?channel=RES_BUY,982
"£400,000","Westminster Road, Edmonton, N9",Terraced,×3,https://media.rightmove.co.uk/dir/7k/6550/127606721/6550_31834588_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127606721#/map?channel=RES_BUY,932
"£575,000","Tadworth Road, London, NW2",Terraced,×3,https://media.rightmove.co.uk/dir/11k/10007/127610654/10007_25416162_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127610654#/map?channel=RES_BUY,904
"£650,000","Connaught Gardens, London, N13",End of Terrace,×3,https://media.rightmove.co.uk/dir/59k/58120/127619090/58120_PGN220281_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127619090#/map?channel=RES_BUY,1460
"£624,950","Berkeley Gardens, Winchmore Hill, N21",Terraced,×3,https://media.rightmove.co.uk/dir/83k/82874/127624064/82874_31835713_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127624064#/map?channel=RES_BUY,1587
"£575,000","Harrow Drive, Edmonton, London",End of Terrace,×3,https://media.rightmove.co.uk/dir/41k/40157/127624625/40157_31835750_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127624625#/map?channel=RES_BUY,1222
"£575,000","Thackeray Avenue, Tottenham, N17",Terraced,×3,https://media.rightmove.co.uk/dir/116k/115756/127626452/115756_101681002829_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127626452#/map?channel=RES_BUY,980
"£625,000","Heene Road, London, EN2",Terraced,×4,https://media.rightmove.co.uk/dir/192k/191252/127628855/191252_PRI220180_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127628855#/map?channel=RES_BUY,1169
"£500,000","Aylesbury Street, Neasden",Terraced,×3,https://media.rightmove.co.uk/dir/50k/49744/127648139/49744_31837173_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127648139#/map?channel=RES_BUY,1009
"£700,000","Colin Gardens, Colindale, London, NW9",End of Terrace,×4,https://media.rightmove.co.uk/dir/224k/223670/127661357/223670_ACR220237_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127661357#/map?channel=RES_BUY,1695
"£550,000","Morley Avenue, Wood Green",End of Terrace,×2,https://media.rightmove.co.uk/dir/15k/14497/127667657/14497_102728005899_FLP_01_0000.jpeg,https://www.rightmove.co.uk/properties/127667657#/map?channel=RES_BUY,658
"£620,000","Crescent Rise, New Barnet, EN4",House,×3,https://media.rightmove.co.uk/dir/15k/14615/127674041/14615_31839181_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127674041#/map?channel=RES_BUY,866
"£625,000","Chequers Way, Palmers Green, London N13",Terraced,×3,https://media.rightmove.co.uk/dir/10k/9316/127675481/9316_31839277_FLP_00_0000.png,https://www.rightmove.co.uk/properties/127675481#/map?channel=RES_BUY,0
"£650,000","High Street, Kensal Green, London, NW10",Terraced,×4,https://media.rightmove.co.uk/dir/72k/71401/127679177/71401_1216454_FLP_00_0000.png,https://www.rightmove.co.uk/properties/127679177#/map?channel=RES_BUY,809
"£699,950","Somerset Road, Hendon NW4",House,×4,https://media.rightmove.co.uk/dir/47k/46965/127690772/46965_52238_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127690772#/map?channel=RES_BUY,1170
"£475,000","Burder Road, London, N1",Flat,×2,https://media.rightmove.co.uk/dir/127k/126928/127696796/126928_1741_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127696796#/map?channel=RES_BUY,421
"£550,000","Manor Road, Enfield",Semi-Detached,×3,https://media.rightmove.co.uk/dir/4k/3843/127723043/3843_ENF103344_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127723043#/map?channel=RES_BUY,1102
"£650,000","Chipstead Gardens, London, NW2",Terraced,×3,https://media.rightmove.co.uk/dir/11k/10007/127736789/10007_25430521_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127736789#/map?channel=RES_BUY,1101
