X (m),Y (m),Z (m),Dx
-0.001579595,0.047032047,0.183173399,6.98E-05
-0.001592278,0.003101292,0.409806101,0.00055823
-0.001617282,0.047001085,0.169208422,0.000179737
-0.00161739,0.010080483,0.40980612,0.000697862
-0.001618515,0.080069126,0.18055296,0.000407199
-0.001656872,0.06445688,0.394892859,0.000662387
-0.001658343,0.048919996,0.402191382,0.000703689
-0.001666978,0.017840899,0.409808533,0.000699021
-0.001674679,0.072240209,0.388498805,0.000518711
-0.001696014,0.050869946,0.169177234,0.000179066
-0.0017092,0.064519086,0.384037667,0.000371935
-0.001717948,0.087829613,0.176225528,0.00052522
-0.00172408,0.050881239,0.183327257,8.92E-05
-0.001756475,0.025608631,0.409813257,0.000699308
-0.001797289,0.054740483,0.169083051,0.000175175
-0.001809466,0.064448045,0.170506802,0.000656393
-0.00182803,0.056684728,0.402201881,0.000702282
-0.001863216,0.033380989,0.409817367,0.000700759
-0.001866913,0.087891322,0.180648833,0.000407205
-0.001868432,0.072220677,0.394811982,0.000674102
-0.001904665,0.058621466,0.169020397,0.000173391
-0.001907707,0.080002676,0.388479813,0.00051798
-0.001931898,0.072281211,0.383938041,0.000360647
-0.001959352,0.095607535,0.176280608,0.000513843
-0.00197486,0.017897488,0.184185641,0.000370974
-0.001981482,0.04115287,0.409810966,0.000701461
-0.002021184,0.064450357,0.402203149,0.000702766
-0.002034879,0.07223691,0.170420396,0.000644221
-0.002040629,0.047692248,0.183991489,1.76E-05
-0.002050309,0.010136814,0.380827035,0.000263375
-0.002056786,0.09567842,0.180664196,0.000393778
-0.002076022,0.025670353,0.184220585,0.000366486
-0.002078803,0.00312055,0.380921281,0.000228795
-0.002107025,0.079985115,0.394795147,0.000677152
-0.002123587,0.048920096,0.409802877,0.000701698
-0.002128798,0.01792943,0.380763242,0.000298914
-0.002129517,0.003101349,0.417416056,0.000552868
-0.002142187,0.080052496,0.383917121,0.000360776
-0.002158697,0.010081883,0.417417324,0.00069033
-0.002168712,0.087755796,0.388489078,0.000521396
-0.002200173,0.025679565,0.380728921,0.000280904
-0.002203222,0.017842972,0.41741952,0.000691505
-0.002214486,0.039236938,0.165619382,0.000188967
-0.002215928,0.041232985,0.184330508,0.000377891
-0.002223504,0.033448985,0.184293001,0.000365374
-0.002226211,0.103362939,0.176324282,0.000521602
-0.002237387,0.072216457,0.402191604,0.000705151
-0.002255856,0.080009743,0.170485133,0.000650758
-0.002271026,0.043122589,0.165639138,0.000188412
-0.002287789,0.025608989,0.417422679,0.000692358
-0.002288362,0.109157967,0.177725528,0.000119941
-0.002291533,0.109188401,0.179906222,0.000107187
-0.00229308,0.056684279,0.40979912,0.00070262
