price,propertyAddress,typeOfProperty,noOfBeds,foundFloorPlanImage,mapLocation,area in ft
"£550,000","Meadowlark House
Moorhen Drive off Perryfield Way
London
NW9 7DL ",Apartment,×2,https://media.rightmove.co.uk/dir/91k/90643/122788199/90643_AM4403011_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/122788199#/map?channel=RES_BUY,604.0
"£350,000","Derwent Rise, Kingsbury, London, NW9",Apartment,×2,https://media.rightmove.co.uk/dir/88k/87277/121378430/87277_31368076_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/121378430#/map?channel=RES_BUY,624.0
"£95,000","48 Aerodrome Road, London, NW9",Flat,×2,https://media.rightmove.co.uk/dir/45k/44870/84759987/44870_31451693_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/84759987#/map?channel=RES_BUY,592.0
"£385,000","Boulevard Drive, London, NW9",Apartment,×2,https://media.rightmove.co.uk/dir/1k/349/116491958/349_NFI210266_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/116491958#/map?channel=RES_BUY,N/A
"£550,000","Audley Road, NW4",Flat,×2,https://media.rightmove.co.uk/dir/247k/246527/128443445/246527_OPH1003110_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128443445#/map?channel=RES_BUY,N/A
"£385,000","Avro House, Boulevard Drive, London, NW9",Apartment,×2,https://media.rightmove.co.uk/dir/78k/77804/128360954/77804_25501448_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128360954#/map?channel=RES_BUY,737.0
"£450,000","Westchester Drive, Hendon, NW4",Apartment,×2,https://media.rightmove.co.uk/dir/224k/223670/128402744/223670_ACR220305_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128402744#/map?channel=RES_BUY,737.0
"£300,000","10 Oakfield Court, Hendon Way, London, NW2 1JR",Flat,×2,https://media.rightmove.co.uk/dir/45k/44870/121796195/44870_31392637_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/121796195#/map?channel=RES_BUY,719.0
"£359,999","Colindeep Lane, Colindale",Maisonette,×2,https://media.rightmove.co.uk/dir/45k/44870/128149004/44870_31877457_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128149004#/map?channel=RES_BUY,857.0
"£450,000","New Brent Street, London, NW4",Flat,×3,https://media.rightmove.co.uk/dir/47k/46965/96565852/46965_23457_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/96565852#/map?channel=RES_BUY,N/A
"£550,000","Boulevard Drive, Colindale, NW9",Apartment,×2,https://media.rightmove.co.uk/dir/47k/46965/127831520/46965_53088_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127831520#/map?channel=RES_BUY,N/A
"£569,950","Aerodrome Road, London",Apartment,×2,https://media.rightmove.co.uk/dir/45k/44870/122076629/44870_31408217_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/122076629#/map?channel=RES_BUY,689.0
"£625,000","Heritage Avenue, Colindale, London, NW9",Flat,×3,https://media.rightmove.co.uk/dir/45k/44870/122232311/44870_31415807_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/122232311#/map?channel=RES_BUY,848.0
"£700,000","Sevington Road, Hendon, NW4",Semi-Detached,×3,https://media.rightmove.co.uk/dir/46k/45890/122177597/45890_HEN220091_FLP_00_0001.jpeg,https://www.rightmove.co.uk/properties/122177597#/map?channel=RES_BUY,898.0
"£470,000","Hawfinch House, 1 Moorhen Drive, Hendon",Apartment,×2,https://media.rightmove.co.uk/dir/47k/46965/81040065/46965_45565_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/81040065#/map?channel=RES_BUY,783.0
"£560,000","Dunnock House, Moorhen Drive, West Hendon",Apartment,×3,https://media.rightmove.co.uk/dir/45k/44870/124552262/44870_31610706_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/124552262#/map?channel=RES_BUY,532.0
"£370,000","Hendon Hall Court, Parson Street, Hendon NW4",Apartment,×2,https://media.rightmove.co.uk/dir/86k/85138/126311699/85138_229575S_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126311699#/map?channel=RES_BUY,754.0
"£480,000","Second Avenue, Hendon, London",Apartment,×2,https://media.rightmove.co.uk/dir/45k/44870/124483856/44870_31606253_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/124483856#/map?channel=RES_BUY,764.2
"£499,950","Finchley Lane, Hendon, London NW4",Flat,×2,https://media.rightmove.co.uk/dir/83k/82091/127020662/82091_CS_329_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127020662#/map?channel=RES_BUY,775.32
"£490,000","Finchley Lane, Hendon, London NW4",Flat,×2,https://media.rightmove.co.uk/dir/45k/44870/127567673/44870_31831792_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127567673#/map?channel=RES_BUY,784.0
"£500,000","Baldwin Court, 83A Highfield Avenue, London, NW11",Apartment,×2,https://media.rightmove.co.uk/dir/45k/44870/126312791/44870_31741508_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126312791#/map?channel=RES_BUY,44.0
"£395,000","Victoria Road, London",Flat,×2,https://media.rightmove.co.uk/dir/36k/35948/125218178/35948_4611988_FLP_00_0000.png,https://www.rightmove.co.uk/properties/125218178#/map?channel=RES_BUY,689.0
"£650,000","Beaufort Square, London, NW9",Apartment,×2,https://media.rightmove.co.uk/dir/182k/181559/128436842/181559_wbe_2007045225_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128436842#/map?channel=RES_BUY,570.1
"£450,000","Amelia House, Boulevard Drive, Beaufort Park, NW9",Flat,×2,https://media.rightmove.co.uk/dir/8k/7313/126714182/7313_MIH200200_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126714182#/map?channel=RES_BUY,601.0
"£499,950","Brampton Grove, Hendon, NW4",Flat,×2,https://media.rightmove.co.uk/dir/204k/203015/127527878/203015_1128778-1_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127527878#/map?channel=RES_BUY,646.0
"£350,000","Watford Way, London",Flat,×2,https://media.rightmove.co.uk/dir/224k/223670/126782549/223670_ACR220030_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126782549#/map?channel=RES_BUY,637.0
"£695,000","Southfields, London, NW4",Semi-Detached,×3,https://media.rightmove.co.uk/dir/136k/135194/126034454/135194_RS0857_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126034454#/map?channel=RES_BUY,N/A
"£430,000","Moorhen Drive, London, NW9",Flat,×2,https://media.rightmove.co.uk/dir/45k/44870/85785912/44870_31563599_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/85785912#/map?channel=RES_BUY,654.0
"£680,000","Beaufort Square, London, NW9",Apartment,×2,https://media.rightmove.co.uk/dir/88k/87812/121505237/87812_1197722_FLP_00_0000.png,https://www.rightmove.co.uk/properties/121505237#/map?channel=RES_BUY,663.0
"£480,000","Second Avenue, Hendon, London, NW4",Flat,×2,https://media.rightmove.co.uk/dir/5k/4571/128317763/4571_KGB200093_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128317763#/map?channel=RES_BUY,476.0
"£475,000","Queens Mansions, NW4",Apartment,×2,https://media.rightmove.co.uk/dir/249k/248612/126122675/248612_10215367_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126122675#/map?channel=RES_BUY,863.0
"£550,000","Ledger Court, Chronicle Avenue, NW9",Apartment,×3,https://media.rightmove.co.uk/dir/1k/349/97653503/349_KIB200226_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/97653503#/map?channel=RES_BUY,706.2
"£375,000","Burnham Court, Brent Street, Hendon NW4",×2,×1,https://media.rightmove.co.uk/dir/47k/46965/119507903/46965_51064_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/119507903#/map?channel=RES_BUY,N/A
"£325,000","West Hendon Broadway, NW9",Flat,×3,https://media.rightmove.co.uk/dir/45k/44870/123119657/44870_31474049_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/123119657#/map?channel=RES_BUY,598.0
"£480,000","Second Avenue, London, NW4",Apartment,×2,https://media.rightmove.co.uk/dir/45k/44870/128204054/44870_31881816_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128204054#/map?channel=RES_BUY,614.0
"£345,000","Vivian Mansions, Vivian Avenue, Hendon, London, NW4",Maisonette,×2,https://media.rightmove.co.uk/dir/12k/11432/96603610/11432_0025_HRT002509613_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/96603610#/map?channel=RES_BUY,796.0
